id,messages,human_response
1198,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling afraid. Situation: going near hights really makes me scared_comma_ i cannot go on reoller coasters because im afraid of heights""}, {""role"": ""user"", ""content"": ""going near hights really makes me scared""}, {""role"": ""assistant"", ""content"": ""Did a specific experience cause this? or just instinct.""}, {""role"": ""user"", ""content"": ""just instinc i think i have always been afraid of heights ""}]",Thats interesting my mother has always been afraid of heights_comma_ Not myself though.
1201,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling apprehensive. Situation: When I was little_comma_ haunted houses would scare me silly. Recently_comma_ a friend of mine suggested we go to one with a group. It was supposed to be very terrifying and hands on.""}, {""role"": ""user"", ""content"": ""I was always terrified of haunted houses when I was little.""}, {""role"": ""assistant"", ""content"": ""Me too! the first one I ever went to traumatized me.""}, {""role"": ""user"", ""content"": ""Glad I'm not the only one! My friend has a birthday in October and she wanted us to go to one as a group. I'm still not sure if I'll go_comma_""}]",That seems like a weird birthday activity.
1202,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling angry. Situation: i hate when my sister snores at night she never lets me sleep_comma_ but i know it is not her fault i just get really angry""}, {""role"": ""user"", ""content"": ""My sister snores really hard every night it is getting really anoying""}, {""role"": ""assistant"", ""content"": ""Have you ever woke her up and told her to stop?""}, {""role"": ""user"", ""content"": ""well it is not really her fault it just makes me angry hahah""}]",Thats hilarious_comma_ my mother snores like a monster
1203,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling joyful. Situation: My friend and I saw a mini-golf course on the side of a state road. We had a blast playing_comma_ and they even let us go around a second time for free!""}, {""role"": ""user"", ""content"": ""My friend and I spotted a mini-gold course when we were coming back from the next state over.""}, {""role"": ""assistant"", ""content"": ""Yes! thats actually amazing_comma_ you have a good friend!""}, {""role"": ""user"", ""content"": ""I know! We played a round and they let us play a second round for free!""}]",You are lucky! who won?
1204,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling excited. Situation: excited for baby shower""}, {""role"": ""user"", ""content"": ""I feel excited about our upcoming baby shower""}, {""role"": ""assistant"", ""content"": ""Yay! is it a family member having a baby""}, {""role"": ""user"", ""content"": ""I'm having a baby boy!""}]",What?!?! thats amazing! starting a family I imagine can be surreal 
1205,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling excited. Situation: i cant wait to go to california on vactaion next summer_comma_ i think im going to universal studios""}, {""role"": ""user"", ""content"": ""i am really exited for my vacation next summer ""}, {""role"": ""assistant"", ""content"": ""Oh yeah? Where are you going?""}, {""role"": ""user"", ""content"": ""california_comma_ i really hope i get to go to universal studios""}]",That sounds like a lot of fun
1206,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling sad. Situation: sad when she left for 3 weeks i was alone""}, {""role"": ""user"", ""content"": ""when she left for 3 weeks i was alone""}, {""role"": ""assistant"", ""content"": ""did you do anything special during your alone time?""}, {""role"": ""user"", ""content"": ""nothing at all. I was kinda depressed""}]",that is not good_comma_ you should try to find an activity for when you are alone
1207,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling prepared. Situation: I wanted to make sure I got as good a grade as possible on my Calculus final. In the two weeks leading up to the exam_comma_ I studies for at least 4 hours a day. When I went to take it_comma_ I felt confident I was ready.""}, {""role"": ""user"", ""content"": ""My Calculus final was no joke! I started studying hard two weeks before the test.""}, {""role"": ""assistant"", ""content"": ""tHat is insane_comma_ I usually give myself like 2 or 3 days.""}, {""role"": ""user"", ""content"": ""Trust me it all paid off. When I went in to take the test_comma_ I was absolutely solid on the material.""}]",Thats right! thats such a good feeling_comma_ just breezing through a test.
1208,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling lonely. Situation: lonely she left for 3 weeks""}, {""role"": ""user"", ""content"": ""Felt sad when she left for 3 weeks""}, {""role"": ""assistant"", ""content"": ""Where did she go?""}, {""role"": ""user"", ""content"": ""To see her family. It sucked though because my car had broken down.""}]",Oh_comma_ I bet that was frustrating. Did you get evey thing squared away and taken care of?
1209,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling content. Situation: content I am happy with where we are now living""}, {""role"": ""user"", ""content"": ""I am happy with where we are now living""}, {""role"": ""assistant"", ""content"": ""Where are you living at?""}, {""role"": ""user"", ""content"": ""A very nice complex with 3 pools!""}]",That sounds amazing
1210,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling hopeful. Situation: Some time ago_comma_ I interviewed for a new job. It would've been a huge pay increase and something interesting to do so I really wanted the job. The interview went well and I waited for the employer to call me back.""}, {""role"": ""user"", ""content"": ""I interviewed for a new job and the interview went really well.""}, {""role"": ""assistant"", ""content"": ""That's great to hear. What made you think it went well?""}, {""role"": ""user"", ""content"": ""The interviewer made all the comments you'd expect from a good interview and seemed to respond well to my answers.""}]",Those are good signs! Sounds like you hit it out of the park!
1211,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling impressed. Situation: The first time I ever played pool with my friend_comma_ we had to play for the table. She ended up beating 5 guys in a row! She""}, {""role"": ""user"", ""content"": ""Some people are just naturals. The first time I played pool with a friend of mine_comma_ she had to beat the guy running the table.""}, {""role"": ""assistant"", ""content"": ""Pool's always a difficult game to pick up. I'm guessing your first time went well?""}, {""role"": ""user"", ""content"": ""I shot so-so_comma_ but my friend ended up winning the table and beating 5 guys in a row.""}]",Wow. Talking about cleaning up.
1212,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling jealous. Situation: While in college_comma_ I was in the running for a scholarship. Despite being fully qualified to receive it and meeting the criteria_comma_ it was given to someone else. I really wanted that scholarship.""}, {""role"": ""user"", ""content"": ""I didn't receive a scholarship in college that I really wanted despite being qualified for it.""}, {""role"": ""assistant"", ""content"": ""Are you still going to attend it?""}, {""role"": ""user"", ""content"": ""Yes_comma_ I'll still attend but the extra help would've been nice.""}]",Of course_comma_ but at least you can still afford it.
1213,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling hopeful. Situation: hopeful I know things will work out in God's perfect timing""}, {""role"": ""user"", ""content"": ""I know things will work out in God's perfect timing""}, {""role"": ""assistant"", ""content"": ""Yes_comma_ I agree_comma_ are you hoping for something in particular.""}, {""role"": ""user"", ""content"": ""Yes I am. For everything we want for the baby to be gifted to us lol""}]",That's a good hope. Good luck with that. 
1214,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling proud. Situation: My sister graduated from college after a long road of persistence and determination.""}, {""role"": ""user"", ""content"": ""My sister graduated from college after a long road of persistence and determination.""}, {""role"": ""assistant"", ""content"": ""That is great_comma_ I bet she is very proud of herself.""}, {""role"": ""user"", ""content"": ""Yes_comma_ she is. My family and I are very happy with her accomplishments.""}]",As you should be_comma_ so many young people give up before reaching their goals.
1215,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling lonely. Situation: lonely I like being alone_comma_ but not feeling bad""}, {""role"": ""user"", ""content"": ""I like being alone_comma_ but not feeling bad when no one is around to talk to""}, {""role"": ""assistant"", ""content"": ""Me time is very crucial for anyone_comma_ it help one clear hi or her mind. We are so much alike..""}, {""role"": ""user"", ""content"": ""It's true I do need my alone time""}]",Sort of reduces stress_comma_very crucial
1216,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling disgusted. Situation: disgusted Dog ate grass and then threw up""}, {""role"": ""user"", ""content"": ""Dog ate grass and then threw up""}, {""role"": ""assistant"", ""content"": ""Oh no! Hopefully he is ok. Did you take him to the vet?""}, {""role"": ""user"", ""content"": ""Well she was ok. Shouldn't have been so silly""}]",What a silly dog than! She will learn to not do that again!
1217,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling joyful. Situation: joyful so happy to be having a boy""}, {""role"": ""user"", ""content"": ""I am so happy to be having a boy""}, {""role"": ""assistant"", ""content"": ""That's great! Congratulations! Is this your first child?""}, {""role"": ""user"", ""content"": ""Thanks. Yes it is. I already got a crib and baby bath.""}]",Congratulations_comma_ again. Parenthood is truly a great and wonderful experience.
1218,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling surprised. Situation: When I was younger_comma_ there was a car I really wanted. I had worked to make the money for it_comma_ but needed a bit more. However_comma_ for my birthday_comma_ my parents paid the rest and gave me the car.""}, {""role"": ""user"", ""content"": ""When I was younger_comma_ I worked really hard to save up money for a car_comma_ but needed a bit more. But on my birthday_comma_ my parents paid the rest for me.""}, {""role"": ""assistant"", ""content"": ""That's so cool of them. That's how parents should be""}, {""role"": ""user"", ""content"": ""I agree. I really wanted to do it myself_comma_ but it's something I'll never forget.""}]",We all need a little help sometimes
1220,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling impressed. Situation: impressed I was very proud of her for flying all by herself""}, {""role"": ""user"", ""content"": ""I was very proud of her for flying all by herself""}, {""role"": ""assistant"", ""content"": ""Yes_comma_ flying is very hard to do. ""}, {""role"": ""user"", ""content"": ""Especially with 2 full suitcases""}]",Yeah_comma_ and so little you can actually care on instead of checking.
1221,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling apprehensive. Situation: apprehensive I don't generally trust people""}, {""role"": ""user"", ""content"": ""I don't generally trust people. ""}, {""role"": ""assistant"", ""content"": ""Why don't you trust?""}, {""role"": ""user"", ""content"": ""Upbringing. Dad use to say never trust anyone before I left for school every morning""}]",He is correct. But you should trust some people whom you think they're good.
1222,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling angry. Situation: I took my car to my mechanic_comma_ who I thought I could trust. He quoted me 1000 in parts and labor. I took it to another mechanic and he fixed it on the spot for 100.""}, {""role"": ""user"", ""content"": ""You just can't trust people any more. My mechanic told me it was going to be 1000 to fix my Jeep.""}, {""role"": ""assistant"", ""content"": ""Wow that sounds pretty high to me. What was wrong with it?""}, {""role"": ""user"", ""content"": ""Turns out_comma_ nothing much at all. A guy down the street got it running for 100.""}]",Wow what a crook that other guy was!
1223,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling joyful. Situation: joyful I am so happy that we're having a baby boy""}, {""role"": ""user"", ""content"": ""I am so happy that we're having a baby boy""}, {""role"": ""assistant"", ""content"": ""Congratulations! Is this your first child?""}, {""role"": ""user"", ""content"": ""Yes it is. I am over the moon""}]",I'm so happy for you. Have you two thought of a name yet?
1224,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling prepared. Situation: I've just completed my first international flighttrip by myself. ""}, {""role"": ""user"", ""content"": ""I've just successfully completed my first international flighttrip by myself.""}, {""role"": ""assistant"", ""content"": ""Was it any fun?""}, {""role"": ""user"", ""content"": ""Yes_comma_ I got to see my family so it was great! I had to be very organized. The flights and layovers were kind of intense. ""}]",Yes_comma_ I wish flying was a bit faster.
1225,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling disappointed. Situation: disappointed I was so sad to find out what she had done. Found it on her facebook message history..""}, {""role"": ""user"", ""content"": ""I was so sad to find out what she had done. Found it on her facebook message history..""}, {""role"": ""assistant"", ""content"": ""Oh no_comma_ what did she do""}, {""role"": ""user"", ""content"": ""She met up with her ex to return his t-shirt..""}]",Oof_comma_ that can get messy.
1226,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling joyful. Situation: I am currently expecting my first baby_comma_ it's a boy! ""}, {""role"": ""user"", ""content"": ""I am currently expecting my first baby_comma_ it's a boy!""}, {""role"": ""assistant"", ""content"": ""Congratulations! When is it due?""}, {""role"": ""user"", ""content"": ""October_comma_ right around the corner! ""}]",Are you excited? Do you have a name in mind?
1227,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling joyful. Situation: I went on a tubing trip with my girlfriends old friends from college. The float was only supposed to last four hours but we ended up being on the water for eight. I haven't had that much fun in ages.""}, {""role"": ""user"", ""content"": ""I recently went tubing on a river with my girlfriend and her friends from college.""}, {""role"": ""assistant"", ""content"": ""Did you enjoy it?""}, {""role"": ""user"", ""content"": ""I had a blast! It's supposedly a four hour float but we were out there for eight!""}]",Amazing! did you go down rapids and do scary stuff?
1228,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling sad. Situation: My girlfriend had a 17 year old Chihuahua. He ran away from a friends farm and died after being struck by a car.""}, {""role"": ""user"", ""content"": ""My girlfriend's dog was a 17 year old Chihuahua who emerged from a bathroom at a party in 1999.""}, {""role"": ""assistant"", ""content"": ""Emerged from a bathroom? Intiguing. What do you mean?""}, {""role"": ""user"", ""content"": ""He just sort of showed up and no one knew where he came from. He passed away recently after running away from our friends farm and being struck by a car.""}]",OH - I'm sorry to hear that_comma_ but it sounds like he had a bit of character about him
1229,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling ashamed. Situation: The first time my girlfriend picked me up for a date_comma_ I was still a total slob. My room was in shambles and my house was falling apart. She asked to use the bathroom_comma_ and I almost died when she saw the inside of the place.""}, {""role"": ""user"", ""content"": ""I can't believe my girlfriend was still interested in me after she saw the slum I was living in.""}, {""role"": ""assistant"", ""content"": ""It must be true love!""}, {""role"": ""user"", ""content"": ""Something like that. My room was in shambles and the house was falling apart! I was mortified when she asked to come inside.""}]",I feel like that sometimes - but people have usually seen worse.
1230,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling furious. Situation: Once_comma_ I came home from a night out and my room was ransacked. My roommate was an alcoholic_comma_ and he had even thrown some of my belongings in the bathtub.Of course_comma_ he didn't remember doing it either.""}, {""role"": ""user"", ""content"": ""Once after a night on the town_comma_ I came home and my room had been ransacked.""}, {""role"": ""assistant"", ""content"": ""Oh no! I bet you were terrified! ""}, {""role"": ""user"", ""content"": ""The thing is_comma_ my alcoholic room mate was the culprit. He had even thrown some of my belongings in the bathtub!""}]",Were you guys angry or frustrated with each other?
1231,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling joyful. Situation: I am expecting my first child. It is going to be a boy! We are preparing the nursery and getting everything in order for his arrival! ""}, {""role"": ""user"", ""content"": ""I am expecting my first child. It is going to be a boy! We are preparing the nursery and getting everything in order for his arrival!""}, {""role"": ""assistant"", ""content"": ""Must be such an exciting time for your family! ""}, {""role"": ""user"", ""content"": ""Yes_comma_ it is!""}]",Be sure to get plenty of rest thought! Its easy to lose sleep in such a time.
1232,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling sad. Situation: A few months ago_comma_ a good friend of my girlfriend's passed away from a drug overdose. What's worse is_comma_ both his ex and his lover at the time kept using. I worry about them.""}, {""role"": ""user"", ""content"": ""A few months back_comma_ one of my girlfriend's close friends died from a heroin overdose.""}, {""role"": ""assistant"", ""content"": ""Oh_comma_ I am so sorry. Were you also close to them?""}, {""role"": ""user"", ""content"": ""I only met him a few times_comma_ but he touched a lot of people's lives.""}]",What a sad way to go. If only he could have gotten help.
1233,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling impressed. Situation: I went to school with a girl who was very timid. She sat in the back of class and never talked to anyone. She invited everyone to see her band_comma_ and she turned out to be a guitar prodigy!""}, {""role"": ""user"", ""content"": ""An extremely timid girl in my physics class invited the class to see her band play at a bar downtown.""}, {""role"": ""assistant"", ""content"": ""Wow - hidden depths. Are you going?""}, {""role"": ""user"", ""content"": ""I actually went last Friday night. Turns out she is an incredible guitarist - a real shredder!""}]",Amazing. Just shows that you can't judge a book by it's cover
1234,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling terrified. Situation: I was in an elevator inside an old building downtown. Suddenly_comma_ the elevator screeched to a halt and the lights went out. We were stuck in there for hours.""}, {""role"": ""user"", ""content"": ""I am pretty sure everyone is scared of being trapped in an elevator_comma_ and I can confirm it's quite a shock.""}, {""role"": ""assistant"", ""content"": ""Oh my_comma_ did it happen to you recently?""}, {""role"": ""user"", ""content"": ""Yes just a couple weeks ago. The elevator screeched to a halt and the lights went out_comma_ and I have to confess I screamed.""}]",That sounds terrifying! Must have been like a nightmare for you.
1235,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling grateful. Situation: grateful I thank God every day for the many blessings. Especially our new home""}, {""role"": ""user"", ""content"": ""I thank God every day for the many blessings. Especially our new home""}, {""role"": ""assistant"", ""content"": ""When did you move in?""}, {""role"": ""user"", ""content"": ""5 months ago now. It's really nice here_comma_ there are 3 swimming pools""}]",3!!! Amazing
1238,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling furious. Situation: furious I get so mad when I have to repeat myself""}, {""role"": ""user"", ""content"": ""I get so mad when I have to repeat myself""}, {""role"": ""assistant"", ""content"": ""try not to get so tense_comma_ that can harm your health""}, {""role"": ""user"", ""content"": ""I know. But it makes me stressed out""}]",Take a deep breath and calm the discomfort ... that helps
1240,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling grateful. Situation: Graduating from college after spending as much money as I had was a weight off my shoulders. I knew it would be a new chapter in my life.""}, {""role"": ""user"", ""content"": ""Graduating from college was a load off my shoulders. ""}, {""role"": ""assistant"", ""content"": ""wow i am so proud of that""}, {""role"": ""user"", ""content"": ""Thanks_comma_ it was a long journey.""}]",was it expensive ? any student loans ?
1241,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling disappointed. Situation: Once_comma_ I was turned down for a job that I really wanted and I felt I would be a good fit at. It was really downing.""}, {""role"": ""user"", ""content"": ""I was turned down for a job I really thought I'd be a good fit at.""}, {""role"": ""assistant"", ""content"": ""Did they give you any reason for not giving you the job?""}, {""role"": ""user"", ""content"": ""Someone else interviewed who had much more experience than I did.""}]",Well_comma_ at least a candidate that deserved the job got it. 
1242,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling apprehensive. Situation: I went to a really sketchy part of town once. Just being there put me on edge.""}, {""role"": ""user"", ""content"": ""I went to a sketchy part of town once. Just being there put me on edge.""}, {""role"": ""assistant"", ""content"": ""I bet. I'm not a very confrontational person so I do everything I can to avoid places like that""}, {""role"": ""user"", ""content"": ""It was for work so I had to do it_comma_ but I typically avoid those places as well""}]",You should bring it up to your boss at work for a security guard to accompany you next time!
1243,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling guilty. Situation: We were over at our friend's house for a dinner and I was in the kitchen helping her cook. I had melted butter in a baking dish to make dessert_comma_ and I poured cold milk into it like the recipe said to do. It ended up cracking the dish. I felt bad. I offered to buy her a new one.""}, {""role"": ""user"", ""content"": ""We went to a friend's house the other day for dinner. I was helping her cook. I was following the directions of a recipe and accidentally cracked her baking dish.""}, {""role"": ""assistant"", ""content"": ""Did you offer to replace the broken baking dish that you accidently broke?""}, {""role"": ""user"", ""content"": ""Yes_comma_ I did_comma_ but she wouldn't even hear of it. She told me it was fine.""}]",That sounds like a good friend_comma_ forgive and forget. She new you did not intend on breaking the baking dish.
1244,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling anticipating. Situation: I am looking forward to moving into a easy place to take care of. ""}, {""role"": ""user"", ""content"": ""I am looking forward to moving into a easy place to take care of.""}, {""role"": ""assistant"", ""content"": ""That sounds good. Are you moving soon?""}, {""role"": ""user"", ""content"": ""No_comma_ not moving soon_comma_ only wanting to and looking around to see what is affordable. ""}]",I hope you find something that you like and are happy with. Its really important to be happy with where you live.
1245,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling proud. Situation: I had enough money to cover an emergency expense for my family""}, {""role"": ""user"", ""content"": ""So I had an emergency come up for my family and I had enough money to cover it. I feel great for preparing!""}, {""role"": ""assistant"", ""content"": ""That is always a good feeling. Such a relief.""}, {""role"": ""user"", ""content"": ""Definitely! And they are paying me back_comma_ so it isn't like I'm losing money either.""}]",It was nice of you to step up and help out.
1246,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling embarrassed. Situation: I drank a lot of alcohol at a BBQ party and puked.""}, {""role"": ""user"", ""content"": ""I drank a lot of alcohol at my friend's BBQ party_comma_ and I ended up puking and passing out. Not my finest moment.""}, {""role"": ""assistant"", ""content"": ""Haha_comma_ I can relate to that. I did that too_comma_ and my friends took a wonderful photo of it. They like to stick it on our yearly Christmas cards to each other""}, {""role"": ""user"", ""content"": ""Hahahaha! Well_comma_ I guess we can make light of even our worst moments.""}]",You have to  Everyone has bad moments and if you can't laugh at them_comma_ then they just eat you up!
1249,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling angry. Situation: It makes me angry when people never notice me""}, {""role"": ""user"", ""content"": ""It makes me angry when people never notice me""}, {""role"": ""assistant"", ""content"": ""Why what is it that you want them to notice about you that they bypass. ""}, {""role"": ""user"", ""content"": ""Everything. I don't have friends so it's nice to get noticed""}]",I completely understand think of it as maybe they are not meant to be apart of your life_comma_ you will find some good friends just be patient. 
1250,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling excited. Situation: I get excited when I go swimming""}, {""role"": ""user"", ""content"": ""I get excited when I go swimming""}, {""role"": ""assistant"", ""content"": ""What is exciting to you about swimming?""}, {""role"": ""user"", ""content"": ""The fact of relaxing in a large pool of water. It just grabs my attention""}]",So you prefer a pool to an ocean?
1251,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling caring. Situation: My wife was sick in bed_comma_ so I took care of her.""}, {""role"": ""user"", ""content"": ""My wife wasn't feeling so well_comma_ so I took care of her and made her some soup 3""}, {""role"": ""assistant"", ""content"": ""That is so sweet I love a caring husband has she gotten better?""}, {""role"": ""user"", ""content"": ""She is much better now! I love her so much_comma_ so I try to take good care of her.""}]",As you should a good husband is what keeps us women strong also good for you she is lucky to have you. 
1252,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling grateful. Situation: I am so grateful to my family""}, {""role"": ""user"", ""content"": ""I am so grateful to my family""}, {""role"": ""assistant"", ""content"": ""I feel you! What do they do for you?""}, {""role"": ""user"", ""content"": ""They help me with whatever I need and they are always their for me.""}]",Its rare to have that! I have it now too. It is great to know you have someone to rely on and trust!
1253,"[{""role"": ""system"", ""content"": ""Keep your answer brief, about 10 to 20 words. You are a helpful and empathetic chatbot. A user will describe a situation and their feelings. Respond in a supportive and understanding way. The user is feeling surprised. Situation: I was surprised when my parents threw me a party""}, {""role"": ""user"", ""content"": ""I was surprised when my parents threw me a party""}, {""role"": ""assistant"", ""content"": ""I bet that was a nice feeling""}, {""role"": ""user"", ""content"": ""It really was. I am pretty thankful for them""}]",I bet you were
